ticker,facility_id,facility_name,state,naics,share,co2e_t,parent_company
CVX,1004004,Mid Set Cogeneration Facility,CA,221112,1.0,,CHEVRON CORP (100%)
CVX,1001873,BPXA GATHERING CENTER #1,AK,211111,0.012,,EXXON MOBIL CORP (36.4%); CONOCOPHILLIPS (36.1%); BP AMERICA INC (26.4%); CHEVRON CORP (1.2%)
CVX,1010538,"REG Seneca, LLC",IL,325199,1.0,25965.652,CHEVRON CORP (100%)
CVX,1012146,Coastal Basin Gathering & Boosting - Chevron USA Inc.,CA,211120,1.0,105546.972,CHEVRON CORP (100%)
CVX,1001767,Headlee Plant,TX,211112,0.62029736,,CHEVRON CORP (62.029736%); OCCIDENTAL PETROLEUM CORP (32.43532%); GEO R BROWN PTNR LP (1.24258%)
CVX,1003738,OFS CS Lindsay Booster,OK,211111,0.3,,ONEOK PARTNERS LP (70%); CHEVRON CORP (30%)
CVX,1002629,WASSON CO2 REMOVAL PLANT,TX,211120,0.019,137043.592,OCCIDENTAL PETROLEUM CORP (86.1%); DEVON ENERGY CORP (12%); CHEVRON CORP (1.9%)
CVX,1012305,Chevron MCA 430 Permian Basin Gathering and Boosting,CA,211130,1.0,958360.75,CHEVRON CORP (100%)
CVX,1011425,Walker Ridge 718 (JSM),LA,211120,0.406,194726.364,TOTAL HOLDINGS USA INC (5%); CHEVRON CORP (40.6%); EQUINOR US HOLDINGS INC (27.9%); MURPHY OIL CORP (15%); EXXON MOBIL CORP (10.75%)
CVX,1010422,Vacuum CO2 Flood,NM,211130,0.6296,,VENDERA RESOURCES III LP (8.98%); CHEVRON CORP (62.96%); VENDERA MANAGEMENT II LLC (25.83%); APA CORP (2.09%)
CVX,1012721,Rosetta Resources 220 Gulf Coast Basin Gathering and Boosting,TX,486210,1.0,141345.74599999998,CHEVRON CORP (100%)
CVX,1006432,San Ardo,CA,211111,1.0,,CHEVRON CORP (100%)
CVX,1010719,Mobile Bay - 823 A,AL,211130,0.25,,EXXONMOBIL CORP (62.5%); CHEVRON CORP (25%); W&T OFFSHORE INC (12.5%)
CVX,1014643,"Argos, MMS Platform ID 02481, Complex ID 2665-1",LA,211120,0.156,134117.69,BP AMERICA INC (60.5%); BHP MINERALS INTERNATIONAL LLC (23.9%); CHEVRON CORP (15.6%)
CVX,1002668,PEGASUS GAS PLANT,TX,211130,0.012112000000000001,62454.015999999996,PHILLIPS 66 (85.4521%); ENBRIDGE (US) INC (12.995%); Chevron Corp (1.2112%)
CVX,1009051,Chevron MCA 507 Central Western Overthrust,CA,211111,1.0,,CHEVRON CORP (100%)
CVX,1012376,"PDC Permian, Inc. 430 Permian Basin",CO,211130,1.0,183539.24599999998,CHEVRON CORP (100%)
CVX,1007101,Beluga River Unit,AK,211111,0.33299999999999996,,CHEVRON CORP (33.3%); CONOCOPHILLIPS (33.3%); MUNICIPAL LIGHT & POWER (33.3%)
CVX,1000506,Sargent Canyon Cogeneration Facility,CA,221112,1.0,,CHEVRON CORP (100%)
CVX,1003286,Chevron Pascagoula Refinery,MS,324110,1.0,4784595.208000001,CHEVRON CORP (100%)
CVX,1002651,Mississippi Canyon 650 A,LA,211120,0.75,47532.560000000005,CHEVRON CORP (75%); OCCIDENTAL PETROLEUM CORP (25%)
CVX,1009244,Rangely Gas Plant,CO,211130,0.68069512,,CHEVRON CORP (68.069512%); WHITING OIL & GAS CORP (4.613916%); MMGJ COLORADO LLC (25.24566%)
CVX,1012272,Basin 540 Denver Julesburg  NBL Midstream Holdings LLC,TX,486210,1.0,,CHEVRON CORP (100%)
CVX,1011767,Wasson San Andres Field,TX,211120,0.157,3669743.0,OCCIDENTAL PETROLEUM CORP (53.03%); CHEVRON CORP (15.7%); CONOCOPHILLIPS (15.7%); EXXON MOBIL CORP (15.57%)
CVX,1007694,Chevron Oronite Oak Point,LA,325199,1.0,141735.316,CHEVRON CORP (100%)
CVX,1010420,Rangely CO2 Flood,CO,211130,0.6807,,CHEVRON CORP (68.07%); WHITING OIL GAS CORP (4.61%); MMGJ COLORADO LLC (25.25%)
CVX,1001872,BPXA FLOW STATION #3,AK,211111,0.012,,EXXON MOBIL CORP (36.4%); CONOCOPHILLIPS (36.1%); BP AMERICA INC (26.4%); CHEVRON CORP (1.2%)
CVX,1001962,AMERICAS STYRENICS LLC - ST JAMES PLANT,LA,325110,0.5,771321.482,CHEVRON CORP (50%); TRINSEO PLC (50%)
CVX,1002447,North Hobbs Reinjection Compression Facility (RCF) and West Injection Battery (WIB),NM,211120,0.21,21862.022,OCCIDENTAL PETROLEUM CORP (57.3%); MARATHON PETROLEUM CORP (4%); CHEVRON CORP (21%); LEGACY RESERVES INC (2%); EXXON MOBIL CORP (14%); LANDRETH CO STOCKHOLDERS (1%)
CVX,1013204,Walker Ridge 29 (Big Foot),LA,211120,0.6,138798.06399999998,CHEVRON CORP (60%); EQUINOR US HOLDINGS INC (27.5%); MARUBENI AMERICA CORP (12.5%)
CVX,1009052,Chevron MCA 535 Green River Basin,CA,211111,1.0,,CHEVRON CORP (100%)
OKE,1005011,Northern Border Pipeline Manning CS#5,ND,486210,0.5,101287.17599999999,ONEOK INC (50%); TRANSCANADA PIPELINE USA LTD (50%)
OKE,1014820,OGT CS Salt Creek,OK,486210,1.0,26235.216,ONEOK INC (100%)
OKE,1004922,Northern Border Pipeline Wetonka CS#9,ND,486210,0.5,106505.15000000001,ONEOK INC (50%); TRANSCANADA PIPELINE USA LTD (50%)
OKE,1013726,OWT CS Ector County Compressor Station,TX,486210,1.0,37632.698000000004,ONEOK INC (100%)
OKE,1002255,MCFS-CONWAY FRACTIONATOR,KS,211130,0.1,6949647.3100000005,THE WILLIAMS COS INC (50%); PHILLIPS 66 (40%); ONEOK PARTNERS LP (10%)
OKE,1004111,BPE CS Prairie Dog Booster (Ten Acre),WY,211111,1.0,,ONEOK PARTNERS LP (100%)
OKE,1004425,OHL NGLP Hutchinson Plant,KS,211130,1.0,4859424.94,ONEOK INC (100%)
OKE,1006184,OFS GPRP Maysville,OK,211130,1.0,110807.92,ONEOK INC (100%)
OKE,1003995,GPLC JOLIET SALES,IL,486210,1.0,21724.686,ONEOK INC (100%)
OKE,1004906,Northern Border Pipeline Clark CS#10,ND,486210,0.5,104212.56,ONEOK INC (50%); TRANSCANADA PIPELINE USA LTD (50%)
OKE,1003681,WTX - CS Red River CS No. 1 (Wheeler),TX,486210,1.0,37276.574,ONEOK INC (100%)
OKE,1010917,OHL NGLP Mont Belvieu NGL Fractionation and Storage Complex,TX,211130,1.0,29290925.652,ONEOK INC (100%)
OKE,1003955,OFS GPRP Antelope Hills Gas Plant,OK,211130,1.0,27535.176,ONEOK INC (100%)
OKE,1012616,ORM GPRP Lonesome Creek Gas Plant,ND,211130,1.0,38364.758,ONEOK INC (100%)
OKE,1011778,OFS CS Cedar Lake,OK,211111,1.0,,ONEOK PARTNERS LP (100%)
OKE,1004917,Northern Border Pipeline Trimont CS#13,MN,486210,0.5,103199.91399999999,ONEOK INC (50%); TRANSCANADA PIPELINE USA LTD (50%)
OKE,1004418,OHL NGLP Medford Plant,OK,211130,1.0,,ONEOK INC (100%)
OKE,1012618,"ONEOK Rockies Midstream, L.L.C. 515 Powder River Basin GB",OK,211130,1.0,153187.76,ONEOK INC (100%)
OKE,1004009,OGS SF Depew,OK,486210,1.0,29763.618,ONEOK INC (100%)
OKE,1012667,"ONEOK Rockies Midstream, L.L.C. 395 Williston Basin GB",OK,211130,1.0,339385.728,ONEOK INC (100%)
OKE,1003727,OFS GPRP Panther Creek Gas Plant,OK,211130,1.0,,ONEOK INC (100%)
OKE,1004771,Northern Border Pipeline Saint Anthony CS#7,ND,486210,0.5,98676.33,ONEOK INC (50%); TRANSCANADA PIPELINE USA LTD (50%)
OKE,1012659,"ONEOK Field Services Company, L.L.C. 350 South Oklahoma Folded Belt GB",OK,211130,1.0,140440.76400000002,ONEOK INC (100%)
OKE,1010529,OFS CS ICE,OK,211111,1.0,,ONEOK PARTNERS LP (100%)
OKE,1009362,OFS CS Ward,OK,211111,1.0,,ONEOK PARTNERS LP (100%)
OKE,1004012,VGT CS 2204,MN,486210,1.0,,ONEOK INC (100%)
OKE,1006338,OHL NGLP Isomerization Plant,KS,325110,1.0,,ONEOK INC (100%)
OKE,1006316,OFS GPRP Woodward Gas Plant,OK,211130,1.0,22681.0,ONEOK INC (100%)
OKE,1003973,OFS CS Geary (Base Sales),OK,211111,1.0,,ONEOK PARTNERS LP (100%)
OKE,1012506,Corpus Christi Terminal Condensate Splitter,TX,324110,1.0,6252159.474,ONEOK INC (100%)
OKE,1013103,"Roadrunner Gas Transmission, LLC",OK,486210,1.0,,ONEOK INC (100%)
OKE,1004912,Northern Border Pipeline Glen Ullin CS#6,ND,486210,0.5,106376.302,ONEOK INC (50%); TRANSCANADA PIPELINE USA LTD (50%)
OKE,1008476,BPE GPRP Garden Creek,ND,211130,1.0,52386.658,ONEOK INC (100%)
OKE,1003738,OFS CS Lindsay Booster,OK,211111,0.7,,ONEOK PARTNERS LP (70%); CHEVRON CORP (30%)
OKE,1003736,OFS GPRP Custer Gas Plant,OK,211130,1.0,70208.318,ONEOK INC (100%)
OKE,1003734,OFS GPRP Leedey Gas Plant,OK,211130,1.0,,ONEOK INC (100%)
OKE,1004908,Northern Border Pipeline Estelline CS#11,ND,486210,0.5,101253.37,ONEOK INC (50%); TRANSCANADA PIPELINE USA LTD (50%)
OKE,1003671,VGT CS 2207,MN,486210,1.0,,ONEOK INC (100%)
OKE,1012658,"ONEOK Field Services Company, L.L.C. 360 Anadarko Basin GB",OK,211130,1.0,683805.892,ONEOK INC (100%)
OKE,1003251,BPE GPRP Baker Gas Plant,MT,211112,1.0,,"ONEOK Partners, L.P. (100%);"
OKE,1004858,Northern Border Pipeline Zeeland CS#8,ND,486210,0.5,106706.204,ONEOK INC (50%); TRANSCANADA PIPELINE USA LTD (50%)
OKE,1003682,WTX - CS Red River CS No. 2 (Lamesa),TX,486210,1.0,39519.112,ONEOK INC (100%)
OKE,1007367,BPE GPRP Grasslands Gas Plant,ND,211130,1.0,472674.178,ONEOK INC (100%)
OKE,1010302,BPE GPRP Stateline,ND,211130,1.0,65313.922,ONEOK INC (100%)
OKE,1004000,MGT CS Portland 2101,TN,486210,1.0,,ONEOK INC (100%)
OKE,1003999,MGT CS Petersburg 2110,IN,486210,1.0,,ONEOK INC (100%)
OKE,1012617,BPE GPRP Bear Creek,ND,211130,1.0,39229.508,ONEOK INC (100%)
OKE,1004002,MGT Potomac 2118,IL,486210,1.0,,ONEOK INC (100%)
OKE,1013955,ORM GPRP Demicks Lake Gas Plant,ND,211130,1.0,80601.90400000001,ONEOK INC (100%)
OKE,1013109,"ONEOK Gas Transportation, L.L.C.",OK,486210,1.0,7052.35,ONEOK INC (100%)
OKE,1004715,ONEOK Bushton Plant,KS,211130,1.0,21488989.72,ONEOK INC (100%)
OKE,1006368,Northern Border Pipeline Garvin CS#12,MN,486210,0.5,100320.974,ONEOK INC (50%); TRANSCANADA PIPELINE USA LTD (50%)
OKE,1012619,Superior Pipeline Kansas 375 Sedgwick Basin GB,OK,211130,1.0,50514.884,ONEOK INC (100%)
OKE,1010547,OFS GPRP Canadian Valley,OK,211130,1.0,55212.077999999994,ONEOK INC (100%)
OKE,1013730,OWT CS Future Site Compressor Station,TX,486210,1.0,28608.296,ONEOK INC (100%)
OKE,1005045,MBI NGLP Mont Belvieu Plant,TX,211130,0.8,11965080.282000002,ONEOK INC (80%); PHILLIPS 66 (10%); SPECTRA ENERGY LLC (10%)
NUE,1006144,NUCOR STEEL JACKSON INC,MS,331110,1.0,81932.31999999999,NUCOR CORP (100%)
NUE,1005976,NUCOR STEEL DECATUR,AL,331110,1.0,452134.224,NUCOR CORP (100%)
NUE,1003093,NUCOR STEEL MEMPHIS INC,TN,331110,1.0,141215.12399999998,NUCOR CORP (100%)
NUE,1007642,NUCOR-YAMATO STEEL CO,AR,331110,0.51,375416.83599999995,NUCOR CORP (51%); YAMATO KOGYO (USA) CORP (49%)
NUE,1013719,"Nucor Steel Sedalia, LLC",MO,331110,1.0,25760.683999999997,NUCOR CORP (100%)
NUE,1004152,NUCOR STEEL BIRMINGHAM INC,AL,331110,1.0,78877.92199999999,NUCOR CORP (100%)
NUE,1005700,Nucor Steel Gallatin LLC,KY,331110,1.0,378215.676,NUCOR CORP (100%)
NUE,1007577,"NUCOR STEEL MARION, INC. (0351010017)",OH,331110,1.0,67861.856,NUCOR CORP (100%)
NUE,1002266,NUCOR STEEL - BERKELEY,SC,331110,1.0,598948.496,NUCOR CORP (100%)
NUE,1002621,"NUCOR STEEL KANKAKEE, INC.",IL,331110,1.0,120039.208,NUCOR CORP (100%)
NUE,1010766,Nucor Steel Louisiana LLC,LA,331110,1.0,1086837.452,NUCOR CORP (100%)
NUE,1007695,NUCOR STEEL NEBRASKA,NE,331110,1.0,190236.47999999998,NUCOR CORP (100%)
NUE,1013487,Nucor Steel Florida Inc.,FL,331110,1.0,35012.04,NUCOR CORP (100%)
NUE,1002958,NUCOR STEEL HERTFORD COUNTY,NC,331110,1.0,216464.492,NUCOR CORP (100%)
NUE,1006761,CALIFORNIA STEEL INDUSTRIES INC,CA,331221,0.51,164102.332,NUCOR CORP (51%); CALIFORNIA STEEL INDUSTRIES INC (49%)
NUE,1007921,NUCOR STEEL - ARKANSAS,AR,331110,1.0,372388.688,NUCOR CORP (100%)
NUE,1005832,NUCOR STEEL-TEXAS,TX,331110,1.0,181047.508,NUCOR CORP (100%)
NUE,1003457,"Nucor Steel Tuscaloosa, Inc.",AL,331110,1.0,199908.716,NUCOR CORP (100%)
NUE,1005777,NUCOR STEEL - UTAH,UT,331110,1.0,243502.736,NUCOR CORP (100%)
NUE,1000029,NUCOR STEEL SEATTLE INC,WA,331110,1.0,82395.852,NUCOR CORP (100%)
NUE,1007946,NUCOR STEEL DARLINGTON,SC,331110,1.0,185444.564,NUCOR CORP (100%)
NUE,1004151,NUCOR STEEL INDIANA,IN,331110,1.0,255383.476,NUCOR CORP (100%)
NUE,1012352,Nucor Steel Longview,TX,331110,1.0,59004.584,NUCOR CORP (100%)
NUE,1006341,NUCOR STEEL AUBURN INC,NY,331110,1.0,80823.548,NUCOR CORP (100%)
NUE,1013493,Nucor Fastener Indiana,IN,332312,1.0,24255.708,NUCOR CORP (100%)
NUE,1014582,Nucor Steel Brandenburg,KY,331110,1.0,64560.104,NUCOR CORP (100%)
DOW,1002460,UNION CARBIDE TEXAS CITY,TX,325110,1.0,,DOW CHEMICAL (100%)
SHW,1006900,SHERWIN ALUMINA PLANT,TX,331311,1.0,,SHERWIN ALUMINA CO LLC (100%)
CAT,1005990,CATERPILLAR INC.-MAPLETON,IL,331511,1.0,189158.328,CATERPILLAR INC (100%)
CAT,1006553,"Advanced Tri-Gen Power Systems, LLC",IL,221112,1.0,96956.784,CATERPILLAR INC (100%)
CAT,1004470,CATERPILLAR INCORPORATED,IN,333618,1.0,33561.969999999994,CATERPILLAR INC (100%)
CAT,1002317,SOLAR TURBINES INCORPORATED,CA,333611,1.0,34340.708000000006,CATERPILLAR INC (100%)
CAT,1013247,Dallas Overhaul Center,TX,333611,1.0,36165.942,CATERPILLAR INC (100%)
CAT,1005197,PROGRESS RAIL LOCOMOTIVE INC,IL,336510,1.0,14580.538,CATERPILLAR INC (100%)
CAT,1002575,Caterpillar Inc. - East Peoria Plant,IL,333120,1.0,52137.468,CATERPILLAR INC (100%)
CAT,1003985,Caterpillar Inc,IL,333120,1.0,,CATERPILLAR INC (100%)
DE,1002458,JOHN DEERE FNDRY WATERLOO,IA,333111,1.0,45075.880000000005,DEERE & CO (100%)
DE,1001732,JOHN DEERE HARVESTER WORKS,IL,333111,1.0,,DEERE & CO (100%)
DE,1001902,JOHN DEERE DUBUQUE WORKS,IA,333120,1.0,,DEERE & CO (100%)
F,1012974,Ford Motor Company,MI,336110,1.0,,FORD MOTOR CO (100%)
F,1003226,FORD MOTOR COMPANY - TWIN CITIES ASSEMBLY PLANT,MN,336111,1.0,,Ford Motor Company (100%);
F,1006752,Ford Motor Company - Chicago Assembly Plant,IL,336110,1.0,51797.104,FORD MOTOR CO (100%)
F,1002752,FORD MOTOR COMPANY - FORD CLEVELAND SITE,OH,336312,1.0,,Ford Motor Company (100%);
F,1005668,FORD MOTOR COMPANY - FORD ROUGE SITE,MI,336110,1.0,72646.276,FORD MOTOR CO (100%)
F,1003264,FORD MOTOR COMPANY - FORD SHARONVILLE TRANSMISSION PLANT,OH,336350,1.0,,FORD MOTOR CO (100%)
F,1002755,FORD MOTOR COMPANY - FORD MICHIGAN ASSEMBLY SITE,MI,336110,1.0,53033.448,FORD MOTOR CO (100%)
F,1003262,FORD MOTOR COMPANY - FORD STERLING PLANT,MI,336350,1.0,27742.296,FORD MOTOR CO (100%)
F,1000104,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,OH,336110,1.0,28540.292,FORD MOTOR CO (100%)
F,1004951,FORD MOTOR COMPANY - FORD LOUISVILLE ASSEMBLY PLANT,KY,336110,1.0,40580.548,FORD MOTOR CO (100%)
F,1005024,FORD MOTOR COMPANY - FORD KANSAS CITY ASSEMBLY PLANT,MO,336110,1.0,75073.968,FORD MOTOR CO (100%)
F,1002753,FORD MOTOR COMPANY - FORD LIVONIA SITE,MI,336350,1.0,,FORD MOTOR CO (100%)
F,1006754,FORD MOTOR COMPANY - FORD RESEARCH AND ENGINEERING CENTER,MI,541715,1.0,21610.768,FORD MOTOR CO (100%)
F,1001722,Ford Motor Company - Flat Rock Assembly Plant,MI,336110,1.0,47885.12,FORD MOTOR CO (100%)
F,1002626,FORD MOTOR COMPANY - FORD KENTUCKY TRUCK PLANT,KY,336110,1.0,78715.304,FORD MOTOR CO (100%)
GM,1006371,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,TX,336110,1.0,48576.068,GENERAL MOTORS CO (100%)
GM,1003506,GENERAL MOTORS FORT WAYNE ASSEMBLY,IN,336110,1.0,59828.622,GENERAL MOTORS CO (100%)
GM,1004221,GENERAL MOTORS LORDSTOWN COMPLEX EAST,OH,336111,1.0,,GENERAL MOTORS CO (100%)
GM,1000380,GM TECHNICAL CENTER,MI,541380,1.0,40909.196,GENERAL MOTORS CO (100%)
GM,1010554,General Motors LLC Orion Assembly,MI,336110,1.0,36200.172,GENERAL MOTORS LLC (100%)
GM,1001755,Defiance Casting Operations (0320010001),OH,331524,1.0,29214.14,GENERAL MOTORS CO (100%)
GM,1004695,GENERAL MOTORS CORP - MILFORD PROVING GROUND,MI,541380,1.0,23645.76,GENERAL MOTORS CO (100%)
GM,1004605,GENERAL MOTORS LANSING DELTA TOWNSHIP,MI,336110,1.0,36636.612,GENERAL MOTORS CO (100%)
GM,1003225,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,MI,336110,1.0,33967.172,GENERAL MOTORS CO (100%)
GM,1010579,General Motors Components Holdings LLC,IN,334413,1.0,,GENERAL MOTORS LLC (100%)
GM,1002953,GM VAN SLYKE COMPLEX,MI,336110,1.0,53571.547999999995,GENERAL MOTORS LLC (100%)
GM,1004317,General Motors LLC Wentzville,MO,336110,1.0,69168.64,GENERAL MOTORS CO (100%)
GM,1010968,General Motors Spring Hill Manufacturing,TN,336110,1.0,50454.759999999995,GENERAL MOTORS CO (100%)
GM,1012328,GM Lansing Grand River,MI,336111,1.0,,GENERAL MOTORS CO (100%)
GM,1010355,General Motors LLC,MI,336110,1.0,,GENERAL MOTORS CO (100%)
GM,1002828,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,KS,336110,1.0,35796.216,GENERAL MOTORS CO (100%)
GM,1002875,GENERAL MOTORS LLC BEDFORD CETC,IN,331523,1.0,52719.582,GENERAL MOTORS CO (100%)
GM,1002347,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,MI,331524,1.0,28167.064,GENERAL MOTORS CO (100%)
WMT,1010779,"Wal-Mart Stores, Inc.",AR,455211,1.0,,WAL-MART STORES INC (100%)
PG,1009528,Procter & Gamble Paper Products,UT,322291,1.0,53494.148,THE PROCTER & GAMBLE CO (100%)
PG,1002152,PROCTER & GAMBLE PAPER PRODUCTS,CA,322120,1.0,276308.208,THE PROCTER & GAMBLE CO (100%)
PG,1002036,PROCTER & GAMBLE,GA,322291,1.0,141081.46800000002,THE PROCTER & GAMBLE CO (100%)
PG,1002111,PROCTER & GAMBLE PAPER PRODUCTS CO,WI,322120,1.0,191281.28,THE PROCTER & GAMBLE CO (100%)
PG,1002674,PROCTER & GAMBLE PAPER PRODUCTS CO,MO,322291,1.0,157540.756,THE PROCTER & GAMBLE CO (100%)
PG,1013537,Procter & Gamble Mason Business Center,OH,541715,1.0,22884.162,THE PROCTER & GAMBLE CO (100%)
PG,1002497,GILLETTE CO,MA,332215,1.0,44354.832,THE PROCTER & GAMBLE CO (100%)
PG,1001244,Procter & Gamble Paper Products,PA,322120,1.0,702036.6780000001,THE PROCTER & GAMBLE CO (100%)
PG,1000186,Procter & Gamble Company - Ivorydale,OH,325611,0.813,83142.288,THE PROCTER & GAMBLE CO (81.3%); DTE ENERGY CO (18.7%)
PG,1011541,Procter & Gamble Manufacturing Co.,LA,325611,1.0,20094.024,THE PROCTER & GAMBLE CO (100%)
LLY,1004469,LILLY DEL CARIBE INC CAROLIN A,PR,325412,1.0,47574.076,ELI LILLY & CO (100%)
JNJ,1005447,MEAD JOHNSON NUTRITION,IN,311511,1.0,,MEAD JOHNSON & CO LLC (100%)
JNJ,1013538,Mead Johnson Nutrition,MI,311514,1.0,23910.36,MEAD JOHNSON & CO LLC (100%)
JNJ,1001972,FLOMATON TREATING FACILITY,AL,211111,0.00011403,,"ROBERT GARY JOHNSON (0.011403%);E L JOHNSON JR (0.001436%);JOANN BUSH (0.000092%);JESSIE JAMES LAMBETH (0.008006%);KELLI MARIE C ROWE (0.000266%);CHIP A JOHNSON (0.000145%);ARTHUR PRESTON RUTHERFORD (0.00093%);APPALACHIAN RESOURCE MGT CO (0.116303%);MARY VIRGINIA SIMMONS (0.001001%);MARY M WOHLFORD (0.067843%);RICHARD JOHNSON (0.045107%);PENSARELI INC (0.289223%);THOMAS E MCMILLAN ESTATE (0.280529%);BARBARA PURIFOY KELLY (0.001347%);MARGARET BOTELER REVOCABLE TR (0.028936%);HIRAM L JOHNSON (0.011404%);R H BISHOP (0.07487%);JAMES E KING (0.002815%);FABO II LLC (0.057873%);PINEY FORK PRODUCTION CO (0.277079%);ROBERT & ELAINE LAMBETH (0.008006%);JIM PONDER MINISTRIES INC (0.017292%);LOUIS WITT (0.009014%);KAREN TALLANT (0.000349%);ASTRAL ENERGY INC (0.011565%);CODY L WEDGEWORTH AND (0.008006%);G ASSOCIATES INC (0.012325%);R T FOGLE PROPERTIES LLC (0.016899%);BISHOP PETROLEUM INC (5.375342%);ROBERTSON-FINLEY RESOURCES INC (0.203527%);MARGARET BOTELER MARITAL TRUST (0.028936%);SANDRA LANDRETH KANE (0.008518%);WILLIAM ROY STOKES (0.009637%);SIERRA PACIFIC CORP (0.024618%);GREGORY ALLEN JOHNSON (0.000019%);RUSSELL JOHNSON (0.003594%);SUSAN J FRY (0.008518%);GEORGE RICHARD PURIFOY JR (0.001347%);DR JAMES F WHITE (0.002695%);BOB O RAMSEY (0.001002%);MARVIN LAMBETH (0.008006%);CHESTER JOHNSON (0.011403%);BILLY JOE GOLDEN (0.004071%);WILLIAM WALLACE ALLRED (0.001181%);DARYL FORE (0.007221%);JAMES D HILLHOUSE IV (0.250227%);ELBERT R ADAMS & JEWEL K CUTTS (0.000089%);TRIPLE T RESOURCES CORPORATION (0.017105%);JOHN S NICHOLS FAMILY TRUST (0.016898%);CAROL ANN C STEPHENSON (0.000531%);CORTNEY S JOHNSON (0.000145%);DOUGLAS LEE JOHNSON (0.000019%);KATHERINE BLAIR (0.001001%);EBB INVESTMENTS LLC (0.019291%);RUDY RESOURCES LP (0.518469%);ZOE LOUISE HARGRAVE (0.000193%);BO-WAR LTD PARTNERSHIP (0.057874%);JEAN HARRISON RUSS (WI) (0.002695%);TENEXPLO CORPORATION (0.123731%);MICHELLE IONE PEAVY (0.003712%);MYRTLE P HAYDON ESTATE (0.002952%);CHARLES T RAMSEY (0.001002%);B M HENDERSON (0.021137%);CHERYL DIANNE REBOZO (0.001001%);JUNE R DEGROFF (0.001002%);MILDRED J DRURY (0.001001%);GEORGE H LANDRETH II (0.008518%);THOMAS BRENT CASEY (0.000531%);BENJAMIN G BELL (0.005891%);POWER PETROLEUMS INC (0.209314%);LARRY LEE WOZENCRAFT (0.003753%);CLARENCE P BELL (0.005891%);SPLASH ENERGY COMPANY (0.337047%);ESTATE OF JOHN H MORGAN (0.003753%);R W ABERCROMBIE (0.16745%);MARGARET L RICHARDS (0.001396%);M G COHEN PROPERTIES LLC (0.016899%);WILLIAM W STUBBS III (0.049836%);MARY JANE LANDRETH (0.135924%);COBY W JOHNSON (0.000145%);BOTELER-WOOD PROPERTIES LLC (0.019291%);MARIAN LEIGH BARTLETT (0.000266%);COLSON PROPERTIES LTD (0.14951%);MARY TERESA LAMBETH SMITH (0.008006%);RUSSELL J JOHNSON &LINDA DIANE JOHNSON JT TENANTS (0.000913%);ENDEAVOR ENERGY RESOURCES LP (0.689884%);LINDA SUE SCOTT (0.000019%);MARILYN B HOLT (0.007855%);ANDREA M PINTAONE CANAVAN (0.000349%);BARBARA GLASS MEYER TRUST (0.01171%);E E MCKAY TRUST (0.146491%);WILLIS & JEAN LAMBETH (0.008007%);BPL ENERGY INC (0.031665%);MICHAEL L JOHNSON (0.001964%);MARY JANE LANDRETH TRUST (0.08518%);GREGORY SCOTT GUTHRIE (0.001002%);JIMMIE L BUSH (0.000092%);JAMES RESOURCES INC (0.184808%);GEORGE S HILLHOUSE (0.250228%);MILLARD H LAMBETH (0.008006%);SHEANA W BUTLER ET AL (0.067843%);SHERYL ANN LANDRETH (0.008518%);WASHOE COMPANY (0.10427%);ED LEIGH MCMILLAN II (0.02894%);ESCAMBIA OPERATING COMPANY, LLC (88.21%);MADELINE J GALLOPS (0.001494%);SOLO ENERGY INC (0.007166%);ELAND ENERGY INC (0.445769%);RILEY M JOHNSON JR (0.005379%);WILLIAM H HAYS (0.001435%);CHARLES E FORE (0.000463%);RAY JOHNSON (0.001494%);MARCUS T JOHNSON (0.001964%);AVALYN M GILLMORE (0.002815%);PHILLIP M HILLHOUSE (0.250227%);JILL ELAINE C MCCULLOUGH (0.000531%);BONNIE M JOHNSON (0.003635%);KERBEROS CORPORATION (0.204818%);"
JNJ,1010137,Johnson Controls,WI,334512,1.0,,JOHNSON CONTROLS INC (100%)
JNJ,1003227,IRIS GLEN ENVIRONMENTAL CENTER,TN,562212,1.0,31913.45,CITY OF JOHNSON CITY (100%)
JNJ,1003248,SC JOHNSON & SON INC WAXDALE FACILITY,WI,325612,1.0,38703.172000000006,SC JOHNSON & SON INC (100%)
JNJ,1002422,OZONA GAS PLANT,TX,211130,0.15,70709.426,ENBRIDGE (US) INC (8.25%); PHILLIPS 66 (54.25%); DEVON ENERGY CORP (22.5%); JOHNSON & LINDLEY LLC (15%)
JPM,1010562,J.P. Morgan Ventures Energy Corporation,NY,523130,1.0,,JP MORGAN CHASE & CO (100%)
GS,1003494,JW Aluminum,SC,331315,0.3,52140.304,KOHLBERG KRAVIS ROBERTS & CO LP (42%); THE GOLDMAN SACHS GROUP INC (30%); PENTWATER CAPITAL MANAGEMENT LP (15%); MAGNETAR FINANCIAL LLC (13%)
AAPL,1007008,United Refining Company,PA,324110,1.0,625205.8380000001,RED APPLE GROUP INC (100%)
AAPL,1001762,McKinley Paper WI Company,WI,322120,1.0,287870.94399999996,APPLETON PROPERTY VENTURES LLC (100%)
