company,subgroup,spec_id,base,window,direction,normalizer,peerset,weighting,rank_pct
CO-01,G1,9,revenue,latest,change,winsor_minmax,sector,equal,31.5789
CO-01,G1,9,revenue,latest,change,winsor_minmax,sector,env_led,47.3684
CO-01,G1,9,revenue,latest,change,winsor_minmax,sector,social_led,42.1053
CO-01,G1,9,revenue,latest,change,winsor_minmax,sector,finance_led,36.8421
CO-01,G1,10,revenue,latest,change,log_minmax,subgroup,equal,63.1579
CO-01,G1,10,revenue,latest,change,log_minmax,subgroup,env_led,68.4211
CO-01,G1,10,revenue,latest,change,log_minmax,subgroup,social_led,68.4211
CO-01,G1,10,revenue,latest,change,log_minmax,subgroup,finance_led,47.3684
CO-01,G1,11,revenue,latest,change,log_minmax,sector,equal,5.2632
CO-01,G1,11,revenue,latest,change,log_minmax,sector,env_led,10.5263
CO-01,G1,11,revenue,latest,change,log_minmax,sector,social_led,5.2632
CO-01,G1,11,revenue,latest,change,log_minmax,sector,finance_led,15.7895
CO-01,G1,12,revenue,mean3,level,percentile,subgroup,equal,42.1053
CO-01,G1,12,revenue,mean3,level,percentile,subgroup,env_led,47.3684
CO-01,G1,12,revenue,mean3,level,percentile,subgroup,social_led,31.5789
CO-01,G1,12,revenue,mean3,level,percentile,subgroup,finance_led,26.3158
CO-01,G1,13,revenue,mean3,level,percentile,sector,equal,36.8421
CO-01,G1,13,revenue,mean3,level,percentile,sector,env_led,36.8421
CO-01,G1,13,revenue,mean3,level,percentile,sector,social_led,36.8421
CO-01,G1,13,revenue,mean3,level,percentile,sector,finance_led,42.1053
CO-01,G1,14,revenue,mean3,level,winsor_minmax,subgroup,equal,31.5789
CO-01,G1,14,revenue,mean3,level,winsor_minmax,subgroup,env_led,31.5789
CO-01,G1,14,revenue,mean3,level,winsor_minmax,subgroup,social_led,31.5789
CO-01,G1,14,revenue,mean3,level,winsor_minmax,subgroup,finance_led,31.5789
CO-01,G1,15,revenue,mean3,level,winsor_minmax,sector,equal,36.8421
CO-01,G1,15,revenue,mean3,level,winsor_minmax,sector,env_led,31.5789
CO-01,G1,15,revenue,mean3,level,winsor_minmax,sector,social_led,36.8421
CO-01,G1,15,revenue,mean3,level,winsor_minmax,sector,finance_led,26.3158
CO-01,G1,16,revenue,mean3,level,log_minmax,subgroup,equal,31.5789
CO-01,G1,16,revenue,mean3,level,log_minmax,subgroup,env_led,31.5789
CO-01,G1,16,revenue,mean3,level,log_minmax,subgroup,social_led,36.8421
CO-01,G1,16,revenue,mean3,level,log_minmax,subgroup,finance_led,26.3158
CO-01,G1,17,revenue,mean3,level,log_minmax,sector,equal,36.8421
CO-01,G1,17,revenue,mean3,level,log_minmax,sector,env_led,31.5789
CO-01,G1,17,revenue,mean3,level,log_minmax,sector,social_led,36.8421
CO-01,G1,17,revenue,mean3,level,log_minmax,sector,finance_led,31.5789
CO-01,G1,18,revenue,mean3,change,percentile,subgroup,equal,31.5789
CO-01,G1,18,revenue,mean3,change,percentile,subgroup,env_led,47.3684
CO-01,G1,18,revenue,mean3,change,percentile,subgroup,social_led,31.5789
CO-01,G1,18,revenue,mean3,change,percentile,subgroup,finance_led,26.3158
CO-01,G1,19,revenue,mean3,change,percentile,sector,equal,47.3684
CO-01,G1,19,revenue,mean3,change,percentile,sector,env_led,52.6316
CO-01,G1,19,revenue,mean3,change,percentile,sector,social_led,42.1053
CO-01,G1,19,revenue,mean3,change,percentile,sector,finance_led,42.1053
CO-01,G1,20,revenue,mean3,change,winsor_minmax,subgroup,equal,15.7895
CO-01,G1,20,revenue,mean3,change,winsor_minmax,subgroup,env_led,26.3158
CO-01,G1,20,revenue,mean3,change,winsor_minmax,subgroup,social_led,21.0526
CO-01,G1,20,revenue,mean3,change,winsor_minmax,subgroup,finance_led,0.0
CO-01,G1,21,revenue,mean3,change,winsor_minmax,sector,equal,31.5789
CO-01,G1,21,revenue,mean3,change,winsor_minmax,sector,env_led,36.8421
CO-01,G1,21,revenue,mean3,change,winsor_minmax,sector,social_led,31.5789
CO-01,G1,21,revenue,mean3,change,winsor_minmax,sector,finance_led,31.5789
CO-01,G1,22,revenue,mean3,change,log_minmax,subgroup,equal,0.0
CO-01,G1,22,revenue,mean3,change,log_minmax,subgroup,env_led,5.2632
CO-01,G1,22,revenue,mean3,change,log_minmax,subgroup,social_led,0.0
CO-01,G1,22,revenue,mean3,change,log_minmax,subgroup,finance_led,0.0
CO-01,G1,23,revenue,mean3,change,log_minmax,sector,equal,10.5263
CO-01,G1,23,revenue,mean3,change,log_minmax,sector,env_led,26.3158
CO-01,G1,23,revenue,mean3,change,log_minmax,sector,social_led,10.5263
CO-01,G1,23,revenue,mean3,change,log_minmax,sector,finance_led,0.0
CO-01,G1,24,volume,latest,level,percentile,subgroup,equal,15.7895
CO-01,G1,24,volume,latest,level,percentile,subgroup,env_led,21.0526
CO-01,G1,24,volume,latest,level,percentile,subgroup,social_led,21.0526
CO-01,G1,24,volume,latest,level,percentile,subgroup,finance_led,10.5263
CO-01,G1,25,volume,latest,level,percentile,sector,equal,36.8421
CO-01,G1,25,volume,latest,level,percentile,sector,env_led,36.8421
CO-01,G1,25,volume,latest,level,percentile,sector,social_led,31.5789
CO-01,G1,25,volume,latest,level,percentile,sector,finance_led,47.3684
CO-01,G1,26,volume,latest,level,winsor_minmax,subgroup,equal,15.7895
CO-01,G1,26,volume,latest,level,winsor_minmax,subgroup,env_led,21.0526
CO-01,G1,26,volume,latest,level,winsor_minmax,subgroup,social_led,21.0526
CO-01,G1,26,volume,latest,level,winsor_minmax,subgroup,finance_led,10.5263
CO-01,G1,27,volume,latest,level,winsor_minmax,sector,equal,31.5789
CO-01,G1,27,volume,latest,level,winsor_minmax,sector,env_led,31.5789
CO-01,G1,27,volume,latest,level,winsor_minmax,sector,social_led,31.5789
CO-01,G1,27,volume,latest,level,winsor_minmax,sector,finance_led,26.3158
CO-01,G1,28,volume,latest,level,log_minmax,subgroup,equal,10.5263
CO-01,G1,28,volume,latest,level,log_minmax,subgroup,env_led,15.7895
CO-01,G1,28,volume,latest,level,log_minmax,subgroup,social_led,15.7895
CO-01,G1,28,volume,latest,level,log_minmax,subgroup,finance_led,26.3158
CO-01,G1,29,volume,latest,level,log_minmax,sector,equal,26.3158
CO-01,G1,29,volume,latest,level,log_minmax,sector,env_led,26.3158
CO-01,G1,29,volume,latest,level,log_minmax,sector,social_led,31.5789
CO-01,G1,29,volume,latest,level,log_minmax,sector,finance_led,26.3158
CO-01,G1,30,volume,latest,change,percentile,subgroup,equal,68.4211
CO-01,G1,30,volume,latest,change,percentile,subgroup,env_led,63.1579
CO-01,G1,30,volume,latest,change,percentile,subgroup,social_led,52.6316
CO-01,G1,30,volume,latest,change,percentile,subgroup,finance_led,78.9474
CO-01,G1,31,volume,latest,change,percentile,sector,equal,73.6842
CO-01,G1,31,volume,latest,change,percentile,sector,env_led,63.1579
CO-01,G1,31,volume,latest,change,percentile,sector,social_led,63.1579
CO-01,G1,31,volume,latest,change,percentile,sector,finance_led,78.9474
CO-01,G1,32,volume,latest,change,winsor_minmax,subgroup,equal,68.4211
CO-01,G1,32,volume,latest,change,winsor_minmax,subgroup,env_led,68.4211
CO-01,G1,32,volume,latest,change,winsor_minmax,subgroup,social_led,57.8947
CO-01,G1,32,volume,latest,change,winsor_minmax,subgroup,finance_led,68.4211
CO-01,G1,33,volume,latest,change,winsor_minmax,sector,equal,57.8947
CO-01,G1,33,volume,latest,change,winsor_minmax,sector,env_led,68.4211
CO-01,G1,33,volume,latest,change,winsor_minmax,sector,social_led,52.6316
CO-01,G1,33,volume,latest,change,winsor_minmax,sector,finance_led,57.8947
CO-01,G1,34,volume,latest,change,log_minmax,subgroup,equal,68.4211
CO-01,G1,34,volume,latest,change,log_minmax,subgroup,env_led,68.4211
CO-01,G1,34,volume,latest,change,log_minmax,subgroup,social_led,68.4211
CO-01,G1,34,volume,latest,change,log_minmax,subgroup,finance_led,78.9474
CO-01,G1,35,volume,latest,change,log_minmax,sector,equal,42.1053
CO-01,G1,35,volume,latest,change,log_minmax,sector,env_led,26.3158
CO-01,G1,35,volume,latest,change,log_minmax,sector,social_led,31.5789
CO-01,G1,35,volume,latest,change,log_minmax,sector,finance_led,47.3684
CO-01,G1,36,volume,mean3,level,percentile,subgroup,equal,31.5789
CO-01,G1,36,volume,mean3,level,percentile,subgroup,env_led,31.5789
CO-01,G1,36,volume,mean3,level,percentile,subgroup,social_led,26.3158
CO-01,G1,36,volume,mean3,level,percentile,subgroup,finance_led,57.8947
CO-01,G1,37,volume,mean3,level,percentile,sector,equal,31.5789
CO-01,G1,37,volume,mean3,level,percentile,sector,env_led,31.5789
CO-01,G1,37,volume,mean3,level,percentile,sector,social_led,31.5789
CO-01,G1,37,volume,mean3,level,percentile,sector,finance_led,42.1053
CO-01,G1,38,volume,mean3,level,winsor_minmax,subgroup,equal,26.3158
CO-01,G1,38,volume,mean3,level,winsor_minmax,subgroup,env_led,26.3158
CO-01,G1,38,volume,mean3,level,winsor_minmax,subgroup,social_led,21.0526
CO-01,G1,38,volume,mean3,level,winsor_minmax,subgroup,finance_led,31.5789
CO-01,G1,39,volume,mean3,level,winsor_minmax,sector,equal,36.8421
CO-01,G1,39,volume,mean3,level,winsor_minmax,sector,env_led,26.3158
CO-01,G1,39,volume,mean3,level,winsor_minmax,sector,social_led,36.8421
CO-01,G1,39,volume,mean3,level,winsor_minmax,sector,finance_led,31.5789
CO-01,G1,40,volume,mean3,level,log_minmax,subgroup,equal,26.3158
CO-01,G1,40,volume,mean3,level,log_minmax,subgroup,env_led,26.3158
CO-01,G1,40,volume,mean3,level,log_minmax,subgroup,social_led,26.3158
CO-01,G1,40,volume,mean3,level,log_minmax,subgroup,finance_led,31.5789
CO-01,G1,41,volume,mean3,level,log_minmax,sector,equal,36.8421
CO-01,G1,41,volume,mean3,level,log_minmax,sector,env_led,31.5789
CO-01,G1,41,volume,mean3,level,log_minmax,sector,social_led,36.8421
CO-01,G1,41,volume,mean3,level,log_minmax,sector,finance_led,31.5789
CO-01,G1,42,volume,mean3,change,percentile,subgroup,equal,47.3684
CO-01,G1,42,volume,mean3,change,percentile,subgroup,env_led,47.3684
CO-01,G1,42,volume,mean3,change,percentile,subgroup,social_led,31.5789
CO-01,G1,42,volume,mean3,change,percentile,subgroup,finance_led,57.8947
CO-01,G1,43,volume,mean3,change,percentile,sector,equal,52.6316
CO-01,G1,43,volume,mean3,change,percentile,sector,env_led,52.6316
CO-01,G1,43,volume,mean3,change,percentile,sector,social_led,47.3684
CO-01,G1,43,volume,mean3,change,percentile,sector,finance_led,84.2105
CO-01,G1,44,volume,mean3,change,winsor_minmax,subgroup,equal,21.0526
CO-01,G1,44,volume,mean3,change,winsor_minmax,subgroup,env_led,31.5789
CO-01,G1,44,volume,mean3,change,winsor_minmax,subgroup,social_led,21.0526
CO-01,G1,44,volume,mean3,change,winsor_minmax,subgroup,finance_led,21.0526
CO-01,G1,45,volume,mean3,change,winsor_minmax,sector,equal,36.8421
CO-01,G1,45,volume,mean3,change,winsor_minmax,sector,env_led,36.8421
CO-01,G1,45,volume,mean3,change,winsor_minmax,sector,social_led,31.5789
CO-01,G1,45,volume,mean3,change,winsor_minmax,sector,finance_led,47.3684
CO-01,G1,46,volume,mean3,change,log_minmax,subgroup,equal,15.7895
CO-01,G1,46,volume,mean3,change,log_minmax,subgroup,env_led,15.7895
CO-01,G1,46,volume,mean3,change,log_minmax,subgroup,social_led,10.5263
CO-01,G1,46,volume,mean3,change,log_minmax,subgroup,finance_led,42.1053
CO-01,G1,47,volume,mean3,change,log_minmax,sector,equal,26.3158
CO-01,G1,47,volume,mean3,change,log_minmax,sector,env_led,31.5789
CO-01,G1,47,volume,mean3,change,log_minmax,sector,social_led,26.3158
CO-01,G1,47,volume,mean3,change,log_minmax,sector,finance_led,36.8421
CO-01,G1,48,headcount,latest,level,percentile,subgroup,equal,10.5263
CO-01,G1,48,headcount,latest,level,percentile,subgroup,env_led,15.7895
CO-01,G1,48,headcount,latest,level,percentile,subgroup,social_led,21.0526
CO-01,G1,48,headcount,latest,level,percentile,subgroup,finance_led,5.2632
CO-01,G1,49,headcount,latest,level,percentile,sector,equal,42.1053
CO-01,G1,49,headcount,latest,level,percentile,sector,env_led,42.1053
CO-01,G1,49,headcount,latest,level,percentile,sector,social_led,36.8421
CO-01,G1,49,headcount,latest,level,percentile,sector,finance_led,52.6316
CO-01,G1,50,headcount,latest,level,winsor_minmax,subgroup,equal,15.7895
CO-01,G1,50,headcount,latest,level,winsor_minmax,subgroup,env_led,15.7895
CO-01,G1,50,headcount,latest,level,winsor_minmax,subgroup,social_led,15.7895
CO-01,G1,50,headcount,latest,level,winsor_minmax,subgroup,finance_led,5.2632
CO-01,G1,51,headcount,latest,level,winsor_minmax,sector,equal,31.5789
CO-01,G1,51,headcount,latest,level,winsor_minmax,sector,env_led,31.5789
CO-01,G1,51,headcount,latest,level,winsor_minmax,sector,social_led,31.5789
CO-01,G1,51,headcount,latest,level,winsor_minmax,sector,finance_led,31.5789
CO-01,G1,52,headcount,latest,level,log_minmax,subgroup,equal,5.2632
CO-01,G1,52,headcount,latest,level,log_minmax,subgroup,env_led,10.5263
CO-01,G1,52,headcount,latest,level,log_minmax,subgroup,social_led,15.7895
CO-01,G1,52,headcount,latest,level,log_minmax,subgroup,finance_led,21.0526
CO-01,G1,53,headcount,latest,level,log_minmax,sector,equal,31.5789
CO-01,G1,53,headcount,latest,level,log_minmax,sector,env_led,21.0526
CO-01,G1,53,headcount,latest,level,log_minmax,sector,social_led,36.8421
CO-01,G1,53,headcount,latest,level,log_minmax,sector,finance_led,26.3158
CO-01,G1,54,headcount,latest,change,percentile,subgroup,equal,57.8947
CO-01,G1,54,headcount,latest,change,percentile,subgroup,env_led,57.8947
CO-01,G1,54,headcount,latest,change,percentile,subgroup,social_led,52.6316
CO-01,G1,54,headcount,latest,change,percentile,subgroup,finance_led,52.6316
CO-01,G1,55,headcount,latest,change,percentile,sector,equal,63.1579
CO-01,G1,55,headcount,latest,change,percentile,sector,env_led,57.8947
CO-01,G1,55,headcount,latest,change,percentile,sector,social_led,47.3684
CO-01,G1,55,headcount,latest,change,percentile,sector,finance_led,73.6842
CO-01,G1,56,headcount,latest,change,winsor_minmax,subgroup,equal,52.6316
CO-01,G1,56,headcount,latest,change,winsor_minmax,subgroup,env_led,68.4211
CO-01,G1,56,headcount,latest,change,winsor_minmax,subgroup,social_led,57.8947
CO-01,G1,56,headcount,latest,change,winsor_minmax,subgroup,finance_led,52.6316
CO-01,G1,57,headcount,latest,change,winsor_minmax,sector,equal,52.6316
CO-01,G1,57,headcount,latest,change,winsor_minmax,sector,env_led,52.6316
CO-01,G1,57,headcount,latest,change,winsor_minmax,sector,social_led,52.6316
CO-01,G1,57,headcount,latest,change,winsor_minmax,sector,finance_led,57.8947
CO-01,G1,58,headcount,latest,change,log_minmax,subgroup,equal,68.4211
CO-01,G1,58,headcount,latest,change,log_minmax,subgroup,env_led,68.4211
CO-01,G1,58,headcount,latest,change,log_minmax,subgroup,social_led,63.1579
CO-01,G1,58,headcount,latest,change,log_minmax,subgroup,finance_led,63.1579
CO-01,G1,59,headcount,latest,change,log_minmax,sector,equal,21.0526
CO-01,G1,59,headcount,latest,change,log_minmax,sector,env_led,15.7895
CO-01,G1,59,headcount,latest,change,log_minmax,sector,social_led,26.3158
CO-01,G1,59,headcount,latest,change,log_minmax,sector,finance_led,36.8421
CO-01,G1,60,headcount,mean3,level,percentile,subgroup,equal,15.7895
CO-01,G1,60,headcount,mean3,level,percentile,subgroup,env_led,15.7895
CO-01,G1,60,headcount,mean3,level,percentile,subgroup,social_led,21.0526
CO-01,G1,60,headcount,mean3,level,percentile,subgroup,finance_led,15.7895
CO-01,G1,61,headcount,mean3,level,percentile,sector,equal,36.8421
CO-01,G1,61,headcount,mean3,level,percentile,sector,env_led,21.0526
CO-01,G1,61,headcount,mean3,level,percentile,sector,social_led,31.5789
CO-01,G1,61,headcount,mean3,level,percentile,sector,finance_led,36.8421
CO-01,G1,62,headcount,mean3,level,winsor_minmax,subgroup,equal,21.0526
CO-01,G1,62,headcount,mean3,level,winsor_minmax,subgroup,env_led,15.7895
CO-01,G1,62,headcount,mean3,level,winsor_minmax,subgroup,social_led,21.0526
CO-01,G1,62,headcount,mean3,level,winsor_minmax,subgroup,finance_led,15.7895
CO-01,G1,63,headcount,mean3,level,winsor_minmax,sector,equal,21.0526
CO-01,G1,63,headcount,mean3,level,winsor_minmax,sector,env_led,21.0526
CO-01,G1,63,headcount,mean3,level,winsor_minmax,sector,social_led,31.5789
CO-01,G1,63,headcount,mean3,level,winsor_minmax,sector,finance_led,36.8421
CO-01,G1,64,headcount,mean3,level,log_minmax,subgroup,equal,10.5263
CO-01,G1,64,headcount,mean3,level,log_minmax,subgroup,env_led,15.7895
CO-01,G1,64,headcount,mean3,level,log_minmax,subgroup,social_led,21.0526
CO-01,G1,64,headcount,mean3,level,log_minmax,subgroup,finance_led,15.7895
CO-01,G1,65,headcount,mean3,level,log_minmax,sector,equal,42.1053
CO-01,G1,65,headcount,mean3,level,log_minmax,sector,env_led,26.3158
CO-01,G1,65,headcount,mean3,level,log_minmax,sector,social_led,36.8421
CO-01,G1,65,headcount,mean3,level,log_minmax,sector,finance_led,42.1053
CO-01,G1,66,headcount,mean3,change,percentile,subgroup,equal,47.3684
CO-01,G1,66,headcount,mean3,change,percentile,subgroup,env_led,47.3684
CO-01,G1,66,headcount,mean3,change,percentile,subgroup,social_led,36.8421
CO-01,G1,66,headcount,mean3,change,percentile,subgroup,finance_led,42.1053
CO-01,G1,67,headcount,mean3,change,percentile,sector,equal,52.6316
CO-01,G1,67,headcount,mean3,change,percentile,sector,env_led,52.6316
CO-01,G1,67,headcount,mean3,change,percentile,sector,social_led,47.3684
CO-01,G1,67,headcount,mean3,change,percentile,sector,finance_led,57.8947
CO-01,G1,68,headcount,mean3,change,winsor_minmax,subgroup,equal,21.0526
CO-01,G1,68,headcount,mean3,change,winsor_minmax,subgroup,env_led,26.3158
CO-01,G1,68,headcount,mean3,change,winsor_minmax,subgroup,social_led,21.0526
CO-01,G1,68,headcount,mean3,change,winsor_minmax,subgroup,finance_led,15.7895
CO-01,G1,69,headcount,mean3,change,winsor_minmax,sector,equal,36.8421
CO-01,G1,69,headcount,mean3,change,winsor_minmax,sector,env_led,36.8421
CO-01,G1,69,headcount,mean3,change,winsor_minmax,sector,social_led,31.5789
CO-01,G1,69,headcount,mean3,change,winsor_minmax,sector,finance_led,36.8421
CO-01,G1,70,headcount,mean3,change,log_minmax,subgroup,equal,5.2632
CO-01,G1,70,headcount,mean3,change,log_minmax,subgroup,env_led,5.2632
CO-01,G1,70,headcount,mean3,change,log_minmax,subgroup,social_led,5.2632
CO-01,G1,70,headcount,mean3,change,log_minmax,subgroup,finance_led,15.7895
CO-01,G1,71,headcount,mean3,change,log_minmax,sector,equal,26.3158
CO-01,G1,71,headcount,mean3,change,log_minmax,sector,env_led,31.5789
CO-01,G1,71,headcount,mean3,change,log_minmax,sector,social_led,21.0526
CO-01,G1,71,headcount,mean3,change,log_minmax,sector,finance_led,15.7895
CO-02,G1,0,revenue,latest,level,percentile,subgroup,equal,10.5263
CO-02,G1,0,revenue,latest,level,percentile,subgroup,env_led,15.7895
CO-02,G1,0,revenue,latest,level,percentile,subgroup,social_led,5.2632
CO-02,G1,0,revenue,latest,level,percentile,subgroup,finance_led,15.7895
CO-02,G1,1,revenue,latest,level,percentile,sector,equal,21.0526
CO-02,G1,1,revenue,latest,level,percentile,sector,env_led,21.0526
CO-02,G1,1,revenue,latest,level,percentile,sector,social_led,21.0526
CO-02,G1,1,revenue,latest,level,percentile,sector,finance_led,21.0526
CO-02,G1,2,revenue,latest,level,winsor_minmax,subgroup,equal,10.5263
CO-02,G1,2,revenue,latest,level,winsor_minmax,subgroup,env_led,10.5263
CO-02,G1,2,revenue,latest,level,winsor_minmax,subgroup,social_led,5.2632
CO-02,G1,2,revenue,latest,level,winsor_minmax,subgroup,finance_led,15.7895
CO-02,G1,3,revenue,latest,level,winsor_minmax,sector,equal,21.0526
CO-02,G1,3,revenue,latest,level,winsor_minmax,sector,env_led,21.0526
CO-02,G1,3,revenue,latest,level,winsor_minmax,sector,social_led,21.0526
CO-02,G1,3,revenue,latest,level,winsor_minmax,sector,finance_led,26.3158
CO-02,G1,4,revenue,latest,level,log_minmax,subgroup,equal,21.0526
CO-02,G1,4,revenue,latest,level,log_minmax,subgroup,env_led,15.7895
CO-02,G1,4,revenue,latest,level,log_minmax,subgroup,social_led,10.5263
CO-02,G1,4,revenue,latest,level,log_minmax,subgroup,finance_led,36.8421
CO-02,G1,5,revenue,latest,level,log_minmax,sector,equal,10.5263
CO-02,G1,5,revenue,latest,level,log_minmax,sector,env_led,15.7895
CO-02,G1,5,revenue,latest,level,log_minmax,sector,social_led,15.7895
CO-02,G1,5,revenue,latest,level,log_minmax,sector,finance_led,15.7895
CO-02,G1,6,revenue,latest,change,percentile,subgroup,equal,5.2632
CO-02,G1,6,revenue,latest,change,percentile,subgroup,env_led,5.2632
CO-02,G1,6,revenue,latest,change,percentile,subgroup,social_led,5.2632
CO-02,G1,6,revenue,latest,change,percentile,subgroup,finance_led,52.6316
CO-02,G1,7,revenue,latest,change,percentile,sector,equal,36.8421
CO-02,G1,7,revenue,latest,change,percentile,sector,env_led,21.0526
CO-02,G1,7,revenue,latest,change,percentile,sector,social_led,26.3158
CO-02,G1,7,revenue,latest,change,percentile,sector,finance_led,84.2105
CO-02,G1,8,revenue,latest,change,winsor_minmax,subgroup,equal,10.5263
CO-02,G1,8,revenue,latest,change,winsor_minmax,subgroup,env_led,5.2632
CO-02,G1,8,revenue,latest,change,winsor_minmax,subgroup,social_led,0.0
CO-02,G1,8,revenue,latest,change,winsor_minmax,subgroup,finance_led,52.6316
CO-02,G1,9,revenue,latest,change,winsor_minmax,sector,equal,36.8421
CO-02,G1,9,revenue,latest,change,winsor_minmax,sector,env_led,26.3158
CO-02,G1,9,revenue,latest,change,winsor_minmax,sector,social_led,31.5789
CO-02,G1,9,revenue,latest,change,winsor_minmax,sector,finance_led,78.9474
CO-02,G1,10,revenue,latest,change,log_minmax,subgroup,equal,57.8947
CO-02,G1,10,revenue,latest,change,log_minmax,subgroup,env_led,21.0526
CO-02,G1,10,revenue,latest,change,log_minmax,subgroup,social_led,42.1053
CO-02,G1,10,revenue,latest,change,log_minmax,subgroup,finance_led,73.6842
CO-02,G1,11,revenue,latest,change,log_minmax,sector,equal,42.1053
CO-02,G1,11,revenue,latest,change,log_minmax,sector,env_led,5.2632
CO-02,G1,11,revenue,latest,change,log_minmax,sector,social_led,31.5789
CO-02,G1,11,revenue,latest,change,log_minmax,sector,finance_led,68.4211
CO-02,G1,12,revenue,mean3,level,percentile,subgroup,equal,15.7895
CO-02,G1,12,revenue,mean3,level,percentile,subgroup,env_led,15.7895
CO-02,G1,12,revenue,mean3,level,percentile,subgroup,social_led,15.7895
CO-02,G1,12,revenue,mean3,level,percentile,subgroup,finance_led,10.5263
CO-02,G1,13,revenue,mean3,level,percentile,sector,equal,21.0526
CO-02,G1,13,revenue,mean3,level,percentile,sector,env_led,21.0526
CO-02,G1,13,revenue,mean3,level,percentile,sector,social_led,21.0526
CO-02,G1,13,revenue,mean3,level,percentile,sector,finance_led,31.5789
CO-02,G1,14,revenue,mean3,level,winsor_minmax,subgroup,equal,15.7895
CO-02,G1,14,revenue,mean3,level,winsor_minmax,subgroup,env_led,15.7895
CO-02,G1,14,revenue,mean3,level,winsor_minmax,subgroup,social_led,15.7895
CO-02,G1,14,revenue,mean3,level,winsor_minmax,subgroup,finance_led,26.3158
CO-02,G1,15,revenue,mean3,level,winsor_minmax,sector,equal,26.3158
CO-02,G1,15,revenue,mean3,level,winsor_minmax,sector,env_led,26.3158
CO-02,G1,15,revenue,mean3,level,winsor_minmax,sector,social_led,26.3158
CO-02,G1,15,revenue,mean3,level,winsor_minmax,sector,finance_led,36.8421
CO-02,G1,16,revenue,mean3,level,log_minmax,subgroup,equal,26.3158
CO-02,G1,16,revenue,mean3,level,log_minmax,subgroup,env_led,21.0526
CO-02,G1,16,revenue,mean3,level,log_minmax,subgroup,social_led,21.0526
CO-02,G1,16,revenue,mean3,level,log_minmax,subgroup,finance_led,57.8947
CO-02,G1,17,revenue,mean3,level,log_minmax,sector,equal,21.0526
CO-02,G1,17,revenue,mean3,level,log_minmax,sector,env_led,26.3158
CO-02,G1,17,revenue,mean3,level,log_minmax,sector,social_led,26.3158
CO-02,G1,17,revenue,mean3,level,log_minmax,sector,finance_led,26.3158
CO-02,G1,18,revenue,mean3,change,percentile,subgroup,equal,10.5263
CO-02,G1,18,revenue,mean3,change,percentile,subgroup,env_led,5.2632
CO-02,G1,18,revenue,mean3,change,percentile,subgroup,social_led,5.2632
CO-02,G1,18,revenue,mean3,change,percentile,subgroup,finance_led,15.7895
